run_name,prefix,method,window,inject_tps,seed,timestamp,state_check,expected_total,effective_total,completion_ratio,valid_latency_count,valid_latency_ratio,target_tps,actual_offered_tps,offered_attainment_ratio,final_schedule_lag_ms,max_abs_schedule_lag_ms,wall_tps,wall_to_offered_ratio,mean_epoch_tps,median_epoch_tps,p05_epoch_tps,p95_epoch_tps,mean_latency_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,max_latency_sec,cross_total,weighted_cross_ratio,mean_load_variance,p95_load_variance,mean_max_shard_load_share,p95_max_shard_load_share,mean_active_shards,min_active_shards,mean_jain_fairness,p05_jain_fairness,mean_load_cv,p95_load_cv,aggregate_max_shard_load_share,aggregate_jain_fairness,decision_count,python_ppo_ratio,fallback_ratio,candidate_only_ratio,action_mask_size_mean,candidate_major_anchor_coverage_ratio,candidate_all_related_coverage_ratio,candidate_related_mass_coverage_mean,major_related_follow_ratio,chosen_any_related_ratio,chosen_related_mass_mean,major_anchor_choice_when_available_ratio,spring_mode,candidate_top_k,protocol_ok
nsshard_adapted_cap12_16s_test2M_i250_seed7_20260812_121736,nsshard_adapted_cap12,NSshard-adapted,test2M,250,7,20260812_121736,passed,2000000,2000000.0,1.0,2000000,1.0,250.0,249.999985,0.99999994,0.488,7.956,249.74588356347417,0.9989835941929123,245.87817751083463,227.62565466882504,212.29780188098914,315.5788955972223,24.577793851,7.219,162.084,280.126,319.134,1527755.0,0.7638775,15248.890870056142,27343.75,0.3522657621223293,0.5,14.070536828963796,2.0,0.31399183183102963,0.125,1.5791239450421863,2.6457513110645903,0.3385585,0.3823449352168504,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,True
nsshard_adapted_cap12_16s_validation444k_i250_seed7_20260807_214042,nsshard_adapted_cap12,NSshard-adapted,validation444k,250,7,20260807_214042,passed,444019,444019.0,1.0,444019,1.0,250.0,249.999911,0.999999644,0.634,3.387,248.72812378512157,0.9949128493294607,408.17266465493236,411.605955725726,383.42446831779705,435.8361580082745,5.752101274945441,5.692,10.065,11.724,12.731,312626.0,0.7040824829568104,10926.379751878072,14410.33984375,0.32788663461922396,0.3953583061889251,15.73463687150838,3.0,0.35978403397744807,0.3004609146288609,1.3434419133119688,1.5258505548848509,0.32365281665874657,0.3709927191368419,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,True
ppo_top7_w5530_pareto_16s_test2M_i250_seed17_20260813_151207,ppo_top7_w5530_pareto,Proposed-TopK7,test2M,250,17,20260813_151207,passed,2000000,2000000.0,1.0,2000000,1.0,250.0,249.999975,0.9999999,0.794,8.105,249.74544695319295,0.9989818877109605,292.29081960359196,273.94515277399285,257.60825204591976,379.08761846488073,24.3077061045,6.582,162.874,281.921,319.902,1612246.0,0.806123,15055.454461221467,27343.75,0.3585626745812504,0.5,11.548064918851436,2.0,0.3165852670340705,0.125,1.5678722283306168,2.6457513110645903,0.34894875,0.37383756090636705,42369,1.0,0.0,0.0,7.0,0.7800986570369846,0.38929405933583516,0.6896709071884309,0.48762066605301047,0.7063891052420401,0.3516840142557056,0.6250756383879946,2,7,True
ppo_top7_w5530_pareto_16s_test2M_i250_seed27_20260813_180234,ppo_top7_w5530_pareto,Proposed-TopK7,test2M,250,27,20260813_180234,passed,2000000,2000000.0,1.0,2000000,1.0,250.0,249.999985,0.99999994,0.481,2.523,249.92886399708482,0.9997155159712702,675.2834776405354,635.8932942399928,605.7374969295113,881.4701089523812,23.503696016000003,5.533,163.378,281.42,320.43,1496339.0,0.7481695,14380.727242008026,27343.75,0.33094126726788836,0.5,10.984384759525296,2.0,0.3271055865431881,0.125,1.5319231322946743,2.6457513110645903,0.3195905,0.40068854235261775,42369,1.0,0.0,0.0,7.0,0.7555996129245439,0.3189596167008898,0.6542401283957603,0.4929075503316104,0.7406358422431495,0.36897259788996634,0.6523396014243769,2,7,True
ppo_top7_w5530_pareto_16s_test2M_i250_seed7_20260810_181017,ppo_top7_w5530_pareto,Proposed-TopK7,test2M,250,7,20260810_181017,passed,2000000,2000000.0,1.0,2000000,1.0,250.0,249.999998,0.999999992,0.074,5.795,249.80640003996902,0.9992256081536809,726.8694379132164,421.7030832905301,396.7729180716246,3113.2591215379002,23.7060373405,5.946,163.042,282.078,318.072,1446508.0,0.723254,17028.965776423138,27343.75,0.3605708392287688,0.5,10.768414481897628,2.0,0.2836078966710569,0.125,1.677083693429909,2.6457513110645903,0.34518425,0.3470567203136935,42369,1.0,0.0,0.0,7.0,0.7383464325332201,0.3020840709008945,0.642773411377815,0.4073497132337322,0.6856664070428852,0.3494811458062888,0.5517053990985519,2,7,True
ppo_top7_w5530_pareto_16s_test2M_i300_seed7_20260814_155114,ppo_top7_w5530_pareto,Proposed-TopK7,test2M,300,7,20260814_155114,passed,2000000,2000000.0,1.0,2000000,1.0,300.0,299.999987,0.9999999566666666,0.293,8.768,299.557613316654,0.998525420991615,1182.0443838428507,777.6496730752526,693.2228295261343,4640.895400946181,105.392481455,13.686,435.234,665.253,768.607,1453691.0,0.7268455,22737.260195430583,37098.34375,0.3624513622872814,0.5,10.812874251497005,1.0,0.2884578616978031,0.125,1.6555008580261907,2.6457513110645903,0.34262925,0.3562900079740194,42369,1.0,0.0,0.0,7.0,0.6994028653024617,0.20123203285420946,0.5853729534958729,0.38608416530954237,0.6133965871273809,0.3130984131479767,0.5520197077582425,2,7,True
ppo_top7_w5530_pareto_16s_validation444k_i200_seed7_20260728_221527,ppo_top7_w5530_pareto,Proposed-TopK7,validation444k,200,7,20260728_221527,passed,444019,444019.0,1.0,444019,1.0,200.0,199.999935,0.999999675,0.722,2.525,199.47921978210073,0.9973964230643412,314.3144101792374,316.5124193709495,287.7940557135098,339.5006598362149,6.4375999743254235,6.688,11.756,11.812,14.072,294627.0,0.6635459293408615,6908.886679338453,9267.890625,0.2906186922851323,0.350418925579103,10.721973094170403,4.0,0.3633100852460089,0.3071065392308607,1.3330141755712372,1.502064905610933,0.2798247372297131,0.3801577566856865,5321,1.0,0.0,0.0,7.0,0.8158240932155609,0.3937229844014283,0.6973000062644867,0.5002819018981395,0.7370794963352754,0.38470212366096584,0.6132227597327805,2,7,True
ppo_top7_w5530_pareto_16s_validation444k_i250_seed17_20260803_203618,ppo_top7_w5530_pareto,Proposed-TopK7,validation444k,250,17,20260803_203618,passed,444019,444019.0,1.0,444019,1.0,250.0,249.999914,0.999999656,0.61,2.316,248.8057554601841,0.9952233641975736,551.9307931834651,555.3427090465066,515.8834816640841,593.6726014071041,5.0624306730117405,4.815,8.902,11.808,13.388,281186.0,0.6332747022086893,12081.22612604863,15576.02734375,0.31165693374137304,0.36935086277732126,10.946927374301676,1.0,0.33540308922166095,0.28710231284722687,1.4181734614360715,1.5757788144495044,0.29881716773381317,0.3493261492262716,5321,1.0,0.0,0.0,7.0,0.8111257282465701,0.34918248449539563,0.6754682703752427,0.5705694418342416,0.7303138507799286,0.36716156111006687,0.7034291010194624,2,7,True
ppo_top7_w5530_pareto_16s_validation444k_i250_seed27_20260803_214154,ppo_top7_w5530_pareto,Proposed-TopK7,validation444k,250,27,20260803_214154,passed,444019,444019.0,1.0,444019,1.0,250.0,249.999948,0.999999792,0.37,1.816,249.07456490947592,0.9962984668679848,86.10230541697658,85.99285903437494,75.41479846072707,98.92185658112699,5.862432654908912,5.662,10.284,11.328,14.735,309726.0,0.6975512309157942,10551.814197424595,14610.890625,0.2878747929486212,0.3380281690140845,11.902506963788301,2.0,0.36406962192086745,0.31205651013257446,1.3345858129576322,1.4847719657641034,0.2767832007188882,0.38061563536740955,5321,1.0,0.0,0.0,7.0,0.8084946438639353,0.34354444653260663,0.6725866065275952,0.5322307836872768,0.7603833865814696,0.38229029631021727,0.6582984658298466,2,7,True
ppo_top7_w5530_pareto_16s_validation444k_i250_seed7_20260728_225745,ppo_top7_w5530_pareto,Proposed-TopK7,validation444k,250,7,20260728_225745,passed,444019,444019.0,1.0,444019,1.0,250.0,249.999905,0.9999996200000001,0.677,31.15,249.178000319877,0.9967123800302123,154.3976903471041,155.05880487275607,139.89279639811085,168.99466454372558,5.9671034482758625,5.792,9.849,11.751,13.105,294938.0,0.6642463498183636,10606.819259559581,13730.96777344,0.2914018581543491,0.3471283783783784,10.843575418994414,1.0,0.3637756325238007,0.31546988247329044,1.3348729720363273,1.4730494570674884,0.2795128136408577,0.38057186646042707,5321,1.0,0.0,0.0,7.0,0.8036083442961849,0.3377184739710581,0.6692351061830483,0.48430746100357075,0.681638789701184,0.3560107749169954,0.60266604303087,2,7,True
ppo_top7_w5530_pareto_16s_validation444k_i300_seed17_20260803_211120,ppo_top7_w5530_pareto,Proposed-TopK7,validation444k,300,17,20260803_211120,passed,444019,444019.0,1.0,444019,1.0,300.0,299.999837,0.9999994566666667,0.804,1.223,298.57664383280695,0.9952560201984607,66.89004477062852,58.41820649418541,51.0999576954171,66.95744826769126,5.959279044365219,5.861,10.832,11.304,16.117,281201.0,0.6333084845468324,17122.05638840149,23623.640625,0.31429050007165926,0.37852593266606005,10.821192052980132,1.0,0.332516867088303,0.28374204703754696,1.4394770676275908,1.5888133480581548,0.2987664942265984,0.34948581196886347,5321,1.0,0.0,0.0,7.0,0.8056756248825409,0.33865814696485624,0.6702687464762261,0.565307273068972,0.7216688592369855,0.3629017102048485,0.701656169815722,2,7,True
ppo_top7_w5530_pareto_16s_validation444k_i300_seed27_20260803_221709,ppo_top7_w5530_pareto,Proposed-TopK7,validation444k,300,27,20260803_221709,passed,444019,444019.0,1.0,444019,1.0,300.0,299.999929,0.9999997633333334,0.351,4.403,298.4626470487408,0.994875725616391,79.26742833846691,79.04930124937064,70.29374167025105,88.65724498989601,5.321238974007869,5.41,9.01,10.452,14.766,309185.0,0.6963328145867632,15017.374974046179,20652.23339844,0.29072497790184865,0.3537318712415989,11.843853820598007,1.0,0.36357204270864163,0.31068604168915503,1.3436212015365427,1.4895245496189562,0.2767516705366212,0.3819770694579296,5321,1.0,0.0,0.0,7.0,0.8049238864875023,0.33527532418718287,0.6684833677880098,0.5305393722984402,0.7556850216124789,0.37997243625884847,0.6591174410459958,2,7,True
ppo_top7_w5530_pareto_16s_validation444k_i300_seed7_20260728_233222,ppo_top7_w5530_pareto,Proposed-TopK7,validation444k,300,7,20260728_233222,passed,444019,444019.0,1.0,444019,1.0,300.0,299.999867,0.9999995566666666,0.659,1.181,298.9171449248532,0.996390924816154,102.81042291967334,99.32112535959857,87.13753187905573,111.60565050624581,5.875780689565087,6.327,9.761,11.41,14.726,294958.0,0.6642913929358879,15142.969335938666,19796.359375,0.2909985941949759,0.34839599862021386,10.75,1.0,0.362995773771191,0.3124829649774913,1.341383818497471,1.480710409103136,0.2794542575880762,0.3806975751496091,5321,1.0,0.0,0.0,7.0,0.7972185679383574,0.32343544446532607,0.6618116895320427,0.47040030069535804,0.6536365344859989,0.3410386518824781,0.59005186232909,2,7,True
ppo_top7_w5530_pareto_16s_validation444k_i350_seed7_20260729_000122,ppo_top7_w5530_pareto,Proposed-TopK7,validation444k,350,7,20260729_000122,passed,444019,444019.0,1.0,444019,1.0,350.0,349.999804,0.99999944,0.712,1.4,348.22588854581915,0.9949316672926456,99.02681477784223,95.0244991605412,84.45342852504038,109.57491202596293,7.4306173654731,5.951,20.168,23.722,28.015,294937.0,0.6642440976624874,20256.541173987876,27354.20214844,0.2935523916737148,0.3282368249837345,10.72972972972973,1.0,0.3623743967042846,0.32435108926452055,1.3478993656464349,1.4432875325211094,0.27958938694064894,0.3805533869318856,5321,1.0,0.0,0.0,7.0,0.7936478105619245,0.32681826724299945,0.6612165633026373,0.4557414019921067,0.6369103551963916,0.3312660527469773,0.5742363248875207,2,7,True
ppo_top8_w5530_pareto_16s_validation444k_i250_seed7_20260802_152948,ppo_top8_w5530_pareto,Proposed-TopK8,validation444k,250,7,20260802_152948,passed,444019,444019.0,1.0,444019,1.0,250.0,249.99993,0.99999972,0.499,1.232,248.6856350425632,0.994742818698242,74.38594244473079,74.40430176499319,65.19205894275177,84.0906539219872,5.373960846270092,5.164,9.726,10.823,13.605,295247.0,0.6649422659841133,13240.631119792833,19074.25,0.3503181444321344,0.4276290259992239,9.9,1.0,0.3158163378245469,0.2562055944347094,1.4903072053289341,1.6916796592659515,0.3447104741013335,0.3260037030775231,5321,1.0,0.0,0.0,8.0,0.8289795151287352,0.40161623754933284,0.7017791142015913,0.504604397669611,0.6880285660590114,0.34373238113136617,0.6087055089548855,2,8,True
ppo_top8_w5530_pareto_16s_validation444k_i300_seed7_20260802_160433,ppo_top8_w5530_pareto,Proposed-TopK8,validation444k,300,7,20260802_160433,passed,444019,444019.0,1.0,444019,1.0,300.0,299.999857,0.9999995233333334,0.704,1.414,298.9668578446489,0.9965566678408414,90.24120319311959,79.56942119566469,66.70697741063184,92.02874153367414,5.53775245203471,5.518,8.94,10.593,15.492,295284.0,0.6650255957515332,18984.19672056814,27573.08984375,0.35138387067474575,0.4207668815744825,9.870431893687707,1.0,0.3156788974076474,0.2613986080354318,1.4907225026261692,1.6809446977100708,0.344663178827933,0.326049321108235,5321,1.0,0.0,0.0,8.0,0.8156361586168014,0.36684833677880097,0.6845204535488316,0.4982146213117835,0.6696109753805676,0.33489945498966345,0.6108294930875576,2,8,True
random_16s_test2M_i250_seed17_20260902_115911,random,Random,test2M,250,17,20260902_115911,passed,2000000,2000000.0,1.0,2000000,1.0,250.0,249.999975,0.9999999,0.805,6.229,249.75196507968025,0.999007960219517,466.1058965326661,246.57735217357754,233.01395740796494,2198.136990974669,25.1009465685,7.274,163.652,282.688,324.688,1856298.0,0.928149,13541.67033395869,27343.75,0.3595626040564657,0.5,14.183520599250937,2.0,0.34953085971338516,0.125,1.4780290700872185,2.6457513110645903,0.3525735,0.39200712799825105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,True
random_16s_test2M_i250_seed27_20260902_145503,random,Random,test2M,250,27,20260902_145503,passed,2000000,2000000.0,1.0,2000000,1.0,250.0,249.999982,0.9999999279999999,0.586,2.573,249.82331246226104,0.9992933217981634,750.5616426537125,492.55454484071504,469.3230877965808,2706.3255217051365,25.3298819545,7.092,165.358,286.407,326.403,1939379.0,0.9696895,12566.501715386174,27343.75,0.3425414153769018,0.5,14.239076154806492,1.0,0.3738915474827191,0.125,1.4185733326155359,2.6457513110645903,0.3346005,0.41860108573820615,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,True
random_16s_test2M_i250_seed7_20260811_114731,random,Random,test2M,250,7,20260811_114731,passed,2000000,2000000.0,1.0,2000000,1.0,250.0,249.999991,0.999999964,0.3,4.078,249.7332848517783,0.9989331753687075,837.6771027133016,395.53214517100315,372.59238402514114,4336.998675480604,25.862551963999998,7.405,165.798,280.827,319.844,1944414.0,0.972207,12805.007310199331,27343.75,0.3464698553008704,0.5,14.234082397003744,2.0,0.37039317824583845,0.125,1.4304683465789445,2.6457513110645903,0.33894275,0.40882500392220017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,True
random_16s_validation444k_i250_seed7_20260806_203433,random,Random,validation444k,250,7,20260806_203433,passed,444019,444019.0,1.0,444019,1.0,250.0,249.99995,0.9999998000000001,0.357,1.901,248.85400349165337,0.9954162130498561,422.3687222300263,424.9525218856411,394.5709753794511,454.6586234579651,6.396253745898261,6.431,10.412,11.441,12.91,423515.0,0.9538217959141388,8568.183871989804,12304.20996094,0.30568407145576343,0.3732289336316182,15.849162011173185,3.0,0.4201369326801648,0.33556771976752364,1.1868761599243267,1.4071334057496538,0.3038665012082816,0.432353429458178,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,True
