from_site_id,to_site_id,measured_quality,effective_quality,rule
3,7,0.16990568733923977,0.16990568733923977,measured_directed
3,8,0.13961131751929123,0.13961131751929123,measured_directed
3,9,0.18791083166619035,0.18791083166619035,measured_directed
3,10,0.32695055730208633,0.32695055730208633,measured_directed
3,11,0.22892254929979994,0.22892254929979994,measured_directed
3,12,0.07830808802515005,0.07830808802515005,measured_directed
3,13,0.12875107173478137,0.12875107173478137,measured_directed
3,14,0.10002857959416976,0.10002857959416976,measured_directed
3,15,0.002286367533581023,0.002286367533581023,measured_directed
3,16,0.012575021434695627,0.012575021434695627,measured_directed
3,17,0.04958559588453844,0.04958559588453844,measured_directed
3,18,0.03329522720777365,0.03329522720777365,measured_directed
3,19,0.03443841097456416,0.03443841097456416,measured_directed
3,20,0.02643612460703058,0.02643612460703058,measured_directed
3,21,0.025435838811088882,0.025435838811088882,measured_directed
3,22,0.029865675907402117,0.029865675907402117,measured_directed
3,23,0.03272363532437839,0.03272363532437839,measured_directed
3,24,0.03986853386681909,0.03986853386681909,measured_directed
3,25,0.032437839382680765,0.032437839382680765,measured_directed
3,26,0.13489568448128036,0.13489568448128036,measured_directed
3,27,0.04972849385538725,0.04972849385538725,measured_directed
3,28,0.05244355530151472,0.05244355530151472,measured_directed
3,29,0.11846241783366676,0.11846241783366676,measured_directed
3,30,0.125178622463561,0.125178622463561,measured_directed
3,31,0.14941588785046728,0.14941588785046728,measured_directed
3,32,0.1986281794798514,0.1986281794798514,measured_directed
3,33,0.44498428122320666,0.44498428122320666,measured_directed
3,34,0.48528150900257216,0.48528150900257216,measured_directed
3,35,0.24535581594741354,0.24535581594741354,measured_directed
3,36,0.24449842812232067,0.24449842812232067,measured_directed
3,37,0.2969419834238354,0.2969419834238354,measured_directed
3,38,0.13446699056873393,0.13446699056873393,measured_directed
3,39,0.06616176050300086,0.06616176050300086,measured_directed
3,40,0.12932266361817663,0.12932266361817663,measured_directed
3,41,0.02129179765647328,0.02129179765647328,measured_directed
3,42,0.02200628751071735,0.02200628751071735,measured_directed
3,43,0.038868248070877395,0.038868248070877395,measured_directed
3,44,0.023006573306659044,0.023006573306659044,measured_directed
3,45,0.030865961703343815,0.030865961703343815,measured_directed
3,46,0.022720777364961416,0.022720777364961416,measured_directed
3,47,0.01557587882252072,0.01557587882252072,measured_directed
3,48,0.02029151186053158,0.02029151186053158,measured_directed
3,49,0.008430980280080023,0.008430980280080023,measured_directed
3,50,0.003715347242069163,0.003715347242069163,measured_directed
3,51,0.01986281794798514,0.01986281794798514,measured_directed
3,52,0.03758216633323807,0.03758216633323807,measured_directed
3,53,0.0481566161760503,0.0481566161760503,measured_directed
3,54,0.08359531294655616,0.08359531294655616,measured_directed
4,1,0.18534292847701572,0.18534292847701572,measured_directed
4,2,0.5713026876193273,0.5713026876193273,measured_directed
4,3,0.5178440299603466,0.5178440299603466,measured_directed
4,4,0.0,1.0,co_located_assumption
4,5,0.0032310177705977385,0.0032310177705977385,measured_directed
4,6,0.29519753267733884,0.29519753267733884,measured_directed
4,7,0.2161844617418123,0.2161844617418123,measured_directed
4,8,0.15303275077103834,0.15303275077103834,measured_directed
4,9,0.2163313261859304,0.2163313261859304,measured_directed
4,10,0.31796152151564105,0.31796152151564105,measured_directed
4,11,0.22308709061536203,0.22308709061536203,measured_directed
4,12,0.11587604640916434,0.11587604640916434,measured_directed
4,13,0.14304596857100896,0.14304596857100896,measured_directed
4,14,0.08855925980320165,0.08855925980320165,measured_directed
4,15,0.00587457776472316,0.00587457776472316,measured_directed
4,16,0.025701277720663825,0.025701277720663825,measured_directed
4,17,0.05125569099720958,0.05125569099720958,measured_directed
4,18,0.041268908797180204,0.041268908797180204,measured_directed
4,19,0.027757379938316933,0.027757379938316933,measured_directed
4,20,0.012336613305918637,0.012336613305918637,measured_directed
4,21,0.03862534880305478,0.03862534880305478,measured_directed
4,22,0.020120428844176825,0.020120428844176825,measured_directed
4,23,0.022470259950066088,0.022470259950066088,measured_directed
4,24,0.03113526215303275,0.03113526215303275,measured_directed
4,25,0.02526068438830959,0.02526068438830959,measured_directed
4,26,0.08239095315024232,0.08239095315024232,measured_directed
4,27,0.040828315464825966,0.040828315464825966,measured_directed
4,28,0.027463651050080775,0.027463651050080775,measured_directed
4,29,0.036128653253047434,0.036128653253047434,measured_directed
4,30,0.10794536642678806,0.10794536642678806,measured_directed
4,31,0.2836206896551724,0.2836206896551724,measured_directed
4,32,0.10926714642385078,0.10926714642385078,measured_directed
4,33,0.314143045968571,0.314143045968571,measured_directed
4,34,0.4217946835071229,0.4217946835071229,measured_directed
4,35,0.21559700396533998,0.21559700396533998,measured_directed
4,36,0.28388897048024675,0.28388897048024675,measured_directed
4,37,0.28227346159494787,0.28227346159494787,measured_directed
4,38,0.2553972683213394,0.2553972683213394,measured_directed
4,39,0.018945513291232192,0.018945513291232192,measured_directed
4,40,0.07122925539726832,0.07122925539726832,measured_directed
4,41,0.032163313261859304,0.032163313261859304,measured_directed
4,42,0.016889411073579087,0.016889411073579087,measured_directed
4,43,0.03319136437068586,0.03319136437068586,measured_directed
4,44,0.02070788662064914,0.02070788662064914,measured_directed
4,45,0.027169922161844617,0.027169922161844617,measured_directed
4,46,0.028932295491261566,0.028932295491261566,measured_directed
4,47,0.017770597738287562,0.017770597738287562,measured_directed
4,48,0.05125569099720958,0.05125569099720958,measured_directed
4,49,0.020561022176531062,0.020561022176531062,measured_directed
4,50,0.012336613305918637,0.012336613305918637,measured_directed
4,51,0.03098839770891467,0.03098839770891467,measured_directed
4,52,0.1644881774122485,0.1644881774122485,measured_directed
4,53,0.16492877074460274,0.16492877074460274,measured_directed
4,54,0.1959171684535174,0.1959171684535174,measured_directed
5,1,0.0,0.0,measured_directed
5,2,0.0,0.0,measured_directed
5,3,0.0,0.0,measured_directed
5,4,0.0,0.0,measured_directed
5,5,0.0,1.0,co_located_assumption
5,6,0.0,0.0,measured_directed
5,7,0.0,0.0,measured_directed
5,8,0.0,0.0,measured_directed
5,9,0.0,0.0,measured_directed
5,10,0.0,0.0,measured_directed
5,11,0.0,0.0,measured_directed
5,12,0.0,0.0,measured_directed
5,13,0.0,0.0,measured_directed
5,14,0.0,0.0,measured_directed
5,15,0.0,0.0,measured_directed
5,16,0.0,0.0,measured_directed
5,17,0.0,0.0,measured_directed
5,18,0.0,0.0,measured_directed
5,19,0.0,0.0,measured_directed
5,20,0.0,0.0,measured_directed
5,21,0.0,0.0,measured_directed
5,22,0.0,0.0,measured_directed
5,23,0.0,0.0,measured_directed
5,24,0.0,0.0,measured_directed
5,25,0.0,0.0,measured_directed
5,26,0.0,0.0,measured_directed
5,27,0.0,0.0,measured_directed
5,28,0.0,0.0,measured_directed
5,29,0.0,0.0,measured_directed
5,30,0.0,0.0,measured_directed
5,31,0.0,0.0,measured_directed
5,32,0.0,0.0,measured_directed
5,33,0.0,0.0,measured_directed
5,34,0.0,0.0,measured_directed
5,35,0.0,0.0,measured_directed
5,36,0.0,0.0,measured_directed
5,37,0.0,0.0,measured_directed
5,38,0.0,0.0,measured_directed
5,39,0.0,0.0,measured_directed
5,40,0.0,0.0,measured_directed
5,41,0.0,0.0,measured_directed
5,42,0.0,0.0,measured_directed
5,43,0.0,0.0,measured_directed
5,44,0.0,0.0,measured_directed
5,45,0.0,0.0,measured_directed
5,46,0.0,0.0,measured_directed
5,47,0.0,0.0,measured_directed
5,48,0.0,0.0,measured_directed
5,49,0.0,0.0,measured_directed
5,50,0.0,0.0,measured_directed
5,51,0.0,0.0,measured_directed
5,52,0.0,0.0,measured_directed
5,53,0.0,0.0,measured_directed
5,54,0.0,0.0,measured_directed
6,1,0.47816462064801774,0.47816462064801774,measured_directed
6,2,0.4181927953310525,0.4181927953310525,measured_directed
6,3,0.646810223384987,0.646810223384987,measured_directed
6,4,0.41074662910042264,0.41074662910042264,measured_directed
6,5,0.002414972831555645,0.002414972831555645,measured_directed
6,6,0.0,1.0,co_located_assumption
6,7,0.6091768967599115,0.6091768967599115,measured_directed
6,8,0.20346146105856308,0.20346146105856308,measured_directed
6,9,0.15757697725900585,0.15757697725900585,measured_directed
6,10,0.6367478365868384,0.6367478365868384,measured_directed
6,11,0.4191990340108674,0.4191990340108674,measured_directed
6,12,0.12577983497685652,0.12577983497685652,measured_directed
6,13,0.25799959750452806,0.25799959750452806,measured_directed
6,14,0.1422821493258201,0.1422821493258201,measured_directed
6,15,0.005836184342926142,0.005836184342926142,measured_directed
6,16,0.011068625477963372,0.011068625477963372,measured_directed
6,17,0.018313543972630308,0.018313543972630308,measured_directed
6,18,0.04065204266452002,0.04065204266452002,measured_directed
6,19,0.01509358019722278,0.01509358019722278,measured_directed
6,20,0.004024954719259408,0.004024954719259408,measured_directed
6,21,0.026564701147112096,0.026564701147112096,measured_directed
6,22,0.02414972831555645,0.02414972831555645,measured_directed
6,23,0.026967196619038035,0.026967196619038035,measured_directed
6,24,0.01469108472529684,0.01469108472529684,measured_directed
6,25,0.015898571141074663,0.015898571141074663,measured_directed
6,26,0.0911652243912256,0.0911652243912256,measured_directed
6,27,0.0251559669953713,0.0251559669953713,measured_directed
6,28,0.0517206681424834,0.0517206681424834,measured_directed
6,29,0.06882672569933589,0.06882672569933589,measured_directed
6,30,0.07506540551418797,0.07506540551418797,measured_directed
6,31,0.271301535974131,0.271301535974131,measured_directed
6,32,0.15737572952304288,0.15737572952304288,measured_directed
6,33,0.24129603541960154,0.24129603541960154,measured_directed
6,34,0.21573757295230428,0.21573757295230428,measured_directed
6,35,0.25337089957737974,0.25337089957737974,measured_directed
6,36,0.14791708593278327,0.14791708593278327,measured_directed
6,37,0.12839605554437514,0.12839605554437514,measured_directed
6,38,0.08110283759307708,0.08110283759307708,measured_directed
6,39,0.0482994566311129,0.0482994566311129,measured_directed
6,40,0.06278929362044677,0.06278929362044677,measured_directed
6,41,0.0571543570134836,0.0571543570134836,measured_directed
6,42,0.00965989132622258,0.00965989132622258,measured_directed
6,43,0.0142885892533709,0.0142885892533709,measured_directed
6,44,0.02455222378748239,0.02455222378748239,measured_directed
6,45,0.04165828134433488,0.04165828134433488,measured_directed
6,46,0.031797142282149325,0.031797142282149325,measured_directed
6,47,0.01006238679814852,0.01006238679814852,measured_directed
6,48,0.00945864359025961,0.00945864359025961,measured_directed
6,49,0.017709800764741396,0.017709800764741396,measured_directed
6,50,0.012879855101630106,0.012879855101630106,measured_directed
6,51,0.030589655866371503,0.030589655866371503,measured_directed
6,52,0.13704970819078285,0.13704970819078285,measured_directed
6,53,0.19017911048500705,0.19017911048500705,measured_directed
6,54,0.15838196820285771,0.15838196820285771,measured_directed
7,1,0.2489432703003337,0.2489432703003337,measured_directed
7,2,0.5229143492769744,0.5229143492769744,measured_directed
7,3,0.33948832035595106,0.33948832035595106,measured_directed
7,4,0.31624026696329255,0.31624026696329255,measured_directed
7,5,0.0023359288097886542,0.0023359288097886542,measured_directed
7,6,0.639377085650723,0.639377085650723,measured_directed
7,7,0.0,1.0,co_located_assumption
7,8,0.4100111234705228,0.4100111234705228,measured_directed
7,9,0.5402669632925473,0.5402669632925473,measured_directed
7,10,0.5877641824249166,0.5877641824249166,measured_directed
7,11,0.2987764182424917,0.2987764182424917,measured_directed
7,12,0.1339265850945495,0.1339265850945495,measured_directed
7,13,0.20556173526140156,0.20556173526140156,measured_directed
7,14,0.15439377085650724,0.15439377085650724,measured_directed
7,15,0.0026696329254727474,0.0026696329254727474,measured_directed
7,16,0.0031145717463848723,0.0031145717463848723,measured_directed
7,17,0.005339265850945495,0.005339265850945495,measured_directed
7,18,0.035261401557285875,0.035261401557285875,measured_directed
7,19,0.004560622914349277,0.004560622914349277,measured_directed
7,20,0.007007786429365962,0.007007786429365962,measured_directed
7,21,0.007452725250278087,0.007452725250278087,measured_directed
7,22,0.009121245828698554,0.009121245828698554,measured_directed
7,23,0.035261401557285875,0.035261401557285875,measured_directed
7,24,0.026918798665183537,0.026918798665183537,measured_directed
7,25,0.027252502780867632,0.027252502780867632,measured_directed
7,26,0.0760845383759733,0.0760845383759733,measured_directed
7,27,0.008676307007786429,0.008676307007786429,measured_directed
7,28,0.03604004449388209,0.03604004449388209,measured_directed
7,29,0.03581757508342603,0.03581757508342603,measured_directed
7,30,0.03915461624026696,0.03915461624026696,measured_directed
7,31,0.09419308227219363,0.09419308227219363,measured_directed
7,32,0.10200222469410455,0.10200222469410455,measured_directed
7,33,0.2478309232480534,0.2478309232480534,measured_directed
7,34,0.3353726362625139,0.3353726362625139,measured_directed
7,35,0.31590656284760843,0.31590656284760843,measured_directed
7,36,0.11101223581757508,0.11101223581757508,measured_directed
7,37,0.13526140155728586,0.13526140155728586,measured_directed
7,38,0.06718576195773081,0.06718576195773081,measured_directed
7,39,0.03759733036707453,0.03759733036707453,measured_directed
7,40,0.03648498331479422,0.03648498331479422,measured_directed
7,41,0.0023359288097886542,0.0023359288097886542,measured_directed
7,42,0.00011123470522803115,0.00011123470522803115,measured_directed
7,43,0.008787541713014461,0.008787541713014461,measured_directed
7,44,0.0,0.0,measured_directed
7,45,0.034482758620689655,0.034482758620689655,measured_directed
7,46,0.013904338153503892,0.013904338153503892,measured_directed
7,47,0.0,0.0,measured_directed
7,48,0.04171301446051168,0.04171301446051168,measured_directed
7,49,0.00011123470522803115,0.00011123470522803115,measured_directed
7,50,0.0,0.0,measured_directed
7,51,0.003781979977753059,0.003781979977753059,measured_directed
7,52,0.05517241379310345,0.05517241379310345,measured_directed
7,53,0.07708565072302559,0.07708565072302559,measured_directed
7,54,0.30634037819799775,0.30634037819799775,measured_directed
8,1,0.2340178867174561,0.2340178867174561,measured_directed
8,2,0.3209672076846638,0.3209672076846638,measured_directed
8,3,0.28519377277244123,0.28519377277244123,measured_directed
8,4,0.258198078834051,0.258198078834051,measured_directed
8,5,0.003146737330241802,0.003146737330241802,measured_directed
8,6,0.22441205697250746,0.22441205697250746,measured_directed
8,7,0.4117257369990063,0.4117257369990063,measured_directed
8,8,0.0,1.0,co_located_assumption
8,9,0.4870818151705863,0.4870818151705863,measured_directed
8,10,0.4695263332229215,0.4695263332229215,measured_directed
8,11,0.2934746604836038,0.2934746604836038,measured_directed
8,12,0.1257038754554488,0.1257038754554488,measured_directed
8,13,0.18979794633984762,0.18979794633984762,measured_directed
8,14,0.17505796621397815,0.17505796621397815,measured_directed
8,15,0.0,0.0,measured_directed
8,16,0.0,0.0,measured_directed
8,17,0.0,0.0,measured_directed
8,18,0.0033123550844650546,0.0033123550844650546,measured_directed
8,19,0.0,0.0,measured_directed
8,20,0.0004968532626697582,0.0004968532626697582,measured_directed
8,21,0.0008280887711162637,0.0008280887711162637,measured_directed
8,22,0.0008280887711162637,0.0008280887711162637,measured_directed
8,23,0.006624710168930109,0.006624710168930109,measured_directed
8,24,0.00016561775422325274,0.00016561775422325274,measured_directed
8,25,0.0,0.0,measured_directed
8,26,0.05034779728386883,0.05034779728386883,measured_directed
8,27,0.0034779728386883074,0.0034779728386883074,measured_directed
8,28,0.006459092414706857,0.006459092414706857,measured_directed
8,29,0.027989400463729712,0.027989400463729712,measured_directed
8,30,0.03527658164955283,0.03527658164955283,measured_directed
8,31,0.08753529649052037,0.08753529649052037,measured_directed
8,32,0.04736667770785028,0.04736667770785028,measured_directed
8,33,0.14276250414044386,0.14276250414044386,measured_directed
8,34,0.1990725405763498,0.1990725405763498,measured_directed
8,35,0.27625041404438555,0.27625041404438555,measured_directed
8,36,0.07966213978138456,0.07966213978138456,measured_directed
8,37,0.1268631997350116,0.1268631997350116,measured_directed
8,38,0.028155018217952965,0.028155018217952965,measured_directed
8,39,0.005299768135144088,0.005299768135144088,measured_directed
8,40,0.053494534614110634,0.053494534614110634,measured_directed
8,41,0.019046041735674063,0.019046041735674063,measured_directed
8,42,0.0,0.0,measured_directed
8,43,0.0,0.0,measured_directed
8,44,0.0,0.0,measured_directed
8,45,0.0009937065253395165,0.0009937065253395165,measured_directed
8,46,0.00016561775422325274,0.00016561775422325274,measured_directed
8,47,0.0003312355084465055,0.0003312355084465055,measured_directed
8,48,0.0606160980457105,0.0606160980457105,measured_directed
8,49,0.02020536601523683,0.02020536601523683,measured_directed
8,50,0.0,0.0,measured_directed
8,51,0.004471679364027824,0.004471679364027824,measured_directed
8,52,0.4312686319973501,0.4312686319973501,measured_directed
8,53,0.3272606823451474,0.3272606823451474,measured_directed
8,54,0.5842994368996356,0.5842994368996356,measured_directed
9,1,0.3029553064492648,0.3029553064492648,measured_directed
9,2,0.08050662396273112,0.08050662396273112,measured_directed
9,3,0.26161013247925463,0.26161013247925463,measured_directed
9,4,0.22856310962294366,0.22856310962294366,measured_directed
9,5,0.0017469791818314165,0.0017469791818314165,measured_directed
9,6,0.014994904644052991,0.014994904644052991,measured_directed
9,7,0.6338622798078323,0.6338622798078323,measured_directed
9,8,0.48609695734459163,0.48609695734459163,measured_directed
9,9,0.0,1.0,co_located_assumption
9,10,0.6644344154898821,0.6644344154898821,measured_directed
9,11,0.3517251419420585,0.3517251419420585,measured_directed
9,12,0.026204687727471247,0.026204687727471247,measured_directed
9,13,0.029116319697190276,0.029116319697190276,measured_directed
9,14,0.04018052118212258,0.04018052118212258,measured_directed
9,15,0.0,0.0,measured_directed
9,16,0.00014558159848595138,0.00014558159848595138,measured_directed
9,17,0.0,0.0,measured_directed
9,18,0.00043674479545785413,0.00043674479545785413,measured_directed
9,19,0.0,0.0,measured_directed
9,20,0.0,0.0,measured_directed
9,21,0.00014558159848595138,0.00014558159848595138,measured_directed
9,22,0.0,0.0,measured_directed
9,23,0.0,0.0,measured_directed
9,24,0.0,0.0,measured_directed
9,25,0.00014558159848595138,0.00014558159848595138,measured_directed
9,26,0.008152569515213277,0.008152569515213277,measured_directed
9,27,0.0,0.0,measured_directed
9,28,0.0,0.0,measured_directed
9,29,0.00014558159848595138,0.00014558159848595138,measured_directed
9,30,0.00029116319697190275,0.00029116319697190275,measured_directed
9,31,0.18539197812215133,0.18539197812215133,measured_directed
9,32,0.03159120687145145,0.03159120687145145,measured_directed
9,33,0.04673169311399039,0.04673169311399039,measured_directed
9,34,0.20046586111515505,0.20046586111515505,measured_directed
9,35,0.12680157228126365,0.12680157228126365,measured_directed
9,36,0.04425680593972922,0.04425680593972922,measured_directed
9,37,0.0952103654098122,0.0952103654098122,measured_directed
9,38,0.0010190711894016596,0.0010190711894016596,measured_directed
9,39,0.00014558159848595138,0.00014558159848595138,measured_directed
9,40,0.0,0.0,measured_directed
9,41,0.0005823263939438055,0.0005823263939438055,measured_directed
9,42,0.0,0.0,measured_directed
9,43,0.0,0.0,measured_directed
9,44,0.00014558159848595138,0.00014558159848595138,measured_directed
9,45,0.0,0.0,measured_directed
9,46,0.0,0.0,measured_directed
9,47,0.0,0.0,measured_directed
9,48,0.001164652787887611,0.001164652787887611,measured_directed
9,49,0.00043674479545785413,0.00043674479545785413,measured_directed
9,50,0.0,0.0,measured_directed
9,51,0.00029116319697190275,0.00029116319697190275,measured_directed
9,52,0.1119522492356966,0.1119522492356966,measured_directed
9,53,0.12942204105401078,0.12942204105401078,measured_directed
9,54,0.44868248653370213,0.44868248653370213,measured_directed
10,1,0.23267540700187292,0.23267540700187292,measured_directed
10,2,0.12159631177063825,0.12159631177063825,measured_directed
10,3,0.45771502665322,0.45771502665322,measured_directed
10,4,0.31061806656101426,0.31061806656101426,measured_directed
10,5,0.0018729289727704942,0.0018729289727704942,measured_directed
10,6,0.5755654804783172,0.5755654804783172,measured_directed
10,7,0.47356288719204725,0.47356288719204725,measured_directed
10,8,0.32185564039763725,0.32185564039763725,measured_directed
10,9,0.4823512462181242,0.4823512462181242,measured_directed
10,10,0.0,1.0,co_located_assumption
10,11,0.6488978533352543,0.6488978533352543,measured_directed
10,12,0.1846996110070595,0.1846996110070595,measured_directed
10,13,0.2983719925082841,0.2983719925082841,measured_directed
10,14,0.2930413485088604,0.2930413485088604,measured_directed
10,15,0.013542717187725112,0.013542717187725112,measured_directed
10,16,0.014263074484944531,0.014263074484944531,measured_directed
10,17,0.003601786486097104,0.003601786486097104,measured_directed
10,18,0.021610718916582623,0.021610718916582623,measured_directed
10,19,0.0,0.0,measured_directed
10,20,0.00014407145944388418,0.00014407145944388418,measured_directed
10,21,0.006051001296643135,0.006051001296643135,measured_directed
10,22,0.02074629015991932,0.02074629015991932,measured_directed
10,23,0.006051001296643135,0.006051001296643135,measured_directed
10,24,0.002737357729433799,0.002737357729433799,measured_directed
10,25,0.006339144215530904,0.006339144215530904,measured_directed
10,26,0.03918743696873649,0.03918743696873649,measured_directed
10,27,0.022187004754358162,0.022187004754358162,measured_directed
10,28,0.0682898717764011,0.0682898717764011,measured_directed
10,29,0.07261201555971762,0.07261201555971762,measured_directed
10,30,0.0482639389137012,0.0482639389137012,measured_directed
10,31,0.14227319177926648,0.14227319177926648,measured_directed
10,32,0.08500216107189165,0.08500216107189165,measured_directed
10,33,0.13427460020170004,0.13427460020170004,measured_directed
10,34,0.18801325457426885,0.18801325457426885,measured_directed
10,35,0.13585938625558278,0.13585938625558278,measured_directed
10,36,0.14493588820054748,0.14493588820054748,measured_directed
10,37,0.15775824809105315,0.15775824809105315,measured_directed
10,38,0.08125630312635067,0.08125630312635067,measured_directed
10,39,0.02521250540267973,0.02521250540267973,measured_directed
10,40,0.059213369831436394,0.059213369831436394,measured_directed
10,41,0.0005762858377755367,0.0005762858377755367,measured_directed
10,42,0.0,0.0,measured_directed
10,43,0.005474715458867598,0.005474715458867598,measured_directed
