account_address,profile_id,device_label,actor_type,site_id,x_m,y_m,first_tx_index
0x000ddc9acc0a04ad0b15576d85158057ca2abcbd,profile_18,SamsungCamera,device,29,12.5,26.0,152263
0x000e2477d072a25c3ca1eafb9397d4fb72f12c90,profile_08,HPPrinter,device,46,34.5,16.0,115596
0x000e3825f935b62786f774efc78d11b78d689bf9,profile_13,NetatmoWeatherStation,device,30,13.5,31.0,45187
0x000e9231f4080f709d76edb1b0bdd08258f2d4f4,profile_10,LiFXBulb,device,49,39.5,6.0,223594
0x000ee31be5b9a954bac2361fc83ff2c6adf9f290,profile_21,TPLinkSmartPlug,device,38,30.5,31.0,103597
0x000f17cddd538f935c050a796cb817710b899c81,profile_20,TPLinkCamera,device,42,39.5,30.0,139476
0x000f353c0b38e2c5088e6e72728a59f95f98762d,profile_14,NetatmoWelcome,device,37,27.5,26.0,231045
0x000fb117f3bdb7e45b9ec2297da1acab3dd710fc,profile_14,NetatmoWelcome,device,5,24.5,12.0,37415
0x000fff000f4585d6a581a5f4e15a291840d29934,profile_05,BelkinWemoSwitch,device,24,1.5,30.0,114822
0x001018e9b2fc1821217f15850163bab0663137f1,profile_12,NestProtect,device,29,12.5,26.0,239831
0x00111590a11cc3dfd0e6a549c7e5da25bedc6557,profile_19,SamsungSmartThings,device,44,40.5,22.0,18425
0x00115a7044378b80a217a14eb6a6c263a024dd8d,profile_14,NetatmoWelcome,device,6,19.5,12.0,11605
0x00117103afa9fa574c0f564b89dfd9b9ec832a7b,profile_14,NetatmoWelcome,device,49,39.5,6.0,187730
0x00117b53cecfa3d45e2774977304fb92503472fb,profile_20,TPLinkCamera,device,13,12.5,5.0,21545
0x00117ca5a8b9ac2984a3bc9459fb0daecaadd6ac,profile_08,HPPrinter,device,48,35.5,10.0,210578
0x0011e8707c527ef697af7783cab21acb54a797b5,profile_10,LiFXBulb,device,35,24.5,27.0,211997
0x001217d58699efcceb05f785a969902d4172cfb6,profile_10,LiFXBulb,device,26,7.5,31.0,3027
0x0012423b0d3ec458d71083570cb807adaeaa5fda,profile_23,WithingsBabyMonitor,device,20,0.5,17.0,105681
0x0012f4b5024627c824015f4172096533994f49b3,profile_16,PixStarPhotoFrame,device,21,4.5,18.0,113218
0x00135fa63fb356439dfb104dcd3fe4d555768497,profile_13,NetatmoWeatherStation,device,53,28.5,5.0,241390
0x0013c1d20fb157fda0391afb2c35c54b84dc68b1,profile_14,NetatmoWelcome,device,37,27.5,26.0,201316
0x0013cea664916aa3b850f74f490f7b2599e307d6,profile_08,HPPrinter,device,13,12.5,5.0,249664
0x0014396a8f6d2942b3965e43b89f98a6a5551f6e,profile_01,AugustDoorBell,device,7,22.5,8.0,26000
0x00143af884cf9916da6540fc00f2ff1506453c74,profile_16,PixStarPhotoFrame,device,13,12.5,5.0,31088
0x0014725842ae0efcf8b70f3c1cf0ce4527a94994,profile_13,NetatmoWeatherStation,device,49,39.5,6.0,164522
0x00148526d41d59c451c67da90f0628842d4e8893,profile_14,NetatmoWelcome,device,8,24.5,4.0,27007
0x00164d9707e56c2d847071fe6657339d2bfcb7b4,profile_23,WithingsBabyMonitor,device,46,34.5,16.0,77940
0x001678cdc9b842a5679a3bcd84b727993abaa7b5,profile_17,RingDoorBell,device,9,21.5,2.0,46096
0x0016a96968fad6ce4a7a7ab32f3da526cc43b94f,profile_14,NetatmoWelcome,device,2,24.5,20.0,7243
0x00175ead60a11da46e8f0d99ceaa3bcc183c0c09,profile_22,TribySpeaker,device,41,36.5,30.0,23022
0x00177298b4152b00180a1e65e2d2c851a7dd6045,profile_18,SamsungCamera,device,36,26.5,31.0,241900
0x0017ca13b39d34514ab328bf8b205ce2ebd0ea6f,profile_05,BelkinWemoSwitch,device,20,0.5,17.0,112502
0x0018283a49c6609ef498d9b78a33add5650360d3,profile_24,WithingsSleepSensor,device,26,7.5,31.0,113509
0x00191c00e782c8c751a425d1d54a3d8bedb04ee6,profile_26,iHome,device,39,30.5,26.0,171507
0x001a2261250c57a1bec4b935a154e42e9a582941,profile_04,BelkinWemoMotionSensor,device,12,13.5,1.0,288469
0x001a389d12529a5592674e7c12085ce738cd5033,profile_09,HelloBarbie,device,46,34.5,16.0,77980
0x001a6ab3a96e33aaa6a176dac86c2e7780667d42,profile_18,SamsungCamera,device,4,22.5,15.0,17907
0x001ac65be7f619c6d25a85f222e877c0c74ce435,profile_04,BelkinWemoMotionSensor,device,8,24.5,4.0,85678
0x001b62be82c515f80cfa4cc7b3e09b1ee0addf65,profile_00,AmazonEcho,device,8,24.5,4.0,151904
0x001b69826bdefd556cf4555b69cca6e1fe3ebf36,profile_17,RingDoorBell,device,54,26.5,2.0,18753
0x001bbb6d47079617d8230ad32bb7706e4b343f6b,profile_02,AwairAirQuality,device,7,22.5,8.0,12790
0x001bf3607403836393354185e6a9653453a56bca,profile_08,HPPrinter,device,11,16.5,3.0,69609
0x001c2820328fbf31dd550790e6d8f88b19627621,profile_23,WithingsBabyMonitor,device,18,5.5,10.0,251119
0x001c495c1f9ac74528ca6a894c99b05743e27a68,profile_09,HelloBarbie,device,26,7.5,31.0,308
0x001ca4dfb9914996bd27a56b5ad6fbbfa90ca8c0,profile_00,AmazonEcho,device,46,34.5,16.0,6625
0x001d4b10480392072452f1527b0e9805d1255257,profile_04,BelkinWemoMotionSensor,device,42,39.5,30.0,294458
0x001ea4a7b3063aa827698c8e32ec509d03c6555f,profile_03,BelkinCamera,device,10,19.5,5.0,27768
0x001f23ce908b8884879fbaa8dc69473a2e3ae8e2,profile_18,SamsungCamera,device,47,39.5,14.0,183011
0x001f2b99711264359ea3aed4f7f065258536fba3,profile_22,TribySpeaker,device,18,5.5,10.0,84010
0x001fed58148634f9999c930423f61521fdaf00d0,profile_22,TribySpeaker,device,11,16.5,3.0,289454
0x00200bb0d06580680372ec8a856fafa2fe53bd0f,profile_21,TPLinkSmartPlug,device,1,21.5,23.0,129994
0x002052169127d6710bb8d2df5017a7c1d9cbd450,profile_04,BelkinWemoMotionSensor,device,3,19.5,19.0,133767
0x0020fc87998af956f45c9b5c13cbef346c9a8021,profile_21,TPLinkSmartPlug,device,37,27.5,26.0,262235
0x002108ae7cee06d9b82c45a884c25bc47d738f54,profile_10,LiFXBulb,device,34,21.5,30.0,115302
0x00219396a1e09d8061fb316ed587a3870b989c1d,profile_19,SamsungSmartThings,device,27,8.5,26.0,149417
0x0021e7a7efc140167c80a714dfe53c3c8630037b,profile_03,BelkinCamera,device,51,35.5,4.0,168279
0x00220bf1753fe3e6067d8a3458d05f10654fc37d,profile_11,NestDropCam,device,33,19.5,26.0,84156
0x002214a8989ab804337161c570cc22f2a2372876,profile_21,TPLinkSmartPlug,device,6,19.5,12.0,201974
0x0023128a4fdd42937b18ae84ee446b5a99791f8d,profile_05,BelkinWemoSwitch,device,45,37.5,19.0,103997
0x00246a8bed5bbff9a941f280552763cdd403f61c,profile_20,TPLinkCamera,device,32,17.5,31.0,272738
0x00250728bb909c9ead30e504b4c2e76c636fc3cb,profile_08,HPPrinter,device,35,24.5,27.0,8875
0x002605c1c2d7d55a12c622ddb73fa8458044b730,profile_24,WithingsSleepSensor,device,44,40.5,22.0,26952
0x00266ee66194c10e41707fb902717342bd1ca8d5,profile_18,SamsungCamera,device,24,1.5,30.0,23774
0x00284f50649fa16d5f6939e02ca0e0c79bbc0b70,profile_12,NestProtect,device,22,1.5,23.0,75487
0x002882a99ad251c5b268d532c978d8015b85cab7,profile_18,SamsungCamera,device,34,21.5,30.0,86958
0x0029278b29d8d81f0280273f593a2db9896d5b5f,profile_26,iHome,device,36,26.5,31.0,213755
0x002a352ad37eed438294ad854955c0a6ac4baaa9,profile_19,SamsungSmartThings,device,11,16.5,3.0,270653
0x002acf29f7ecc4cb26cca21d440c5331d5dd85cc,profile_12,NestProtect,device,37,27.5,26.0,233144
0x002b192e47d41f4cb5ecf7c431c921ce89589082,profile_10,LiFXBulb,device,10,19.5,5.0,125142
0x002cfa8e8598421cdb19f3a0021de5b8e69ee4e7,profile_04,BelkinWemoMotionSensor,device,42,39.5,30.0,274052
0x002d3307aedc28ab8d577cf79e06d917309d3ddd,profile_14,NetatmoWelcome,device,8,24.5,4.0,2716
0x002de678c12c08ed9c14a17991fa063227d2a012,profile_00,AmazonEcho,device,20,0.5,17.0,39397
0x002f42408963c2620c39df0ea87872615b384c4a,profile_00,AmazonEcho,device,8,24.5,4.0,131996
0x0030026755d09ee4b809b7e968dfe1b004b16286,profile_18,SamsungCamera,device,42,39.5,30.0,110197
0x0031b21ac374ee242385c5ee97c5a1ee2533847c,profile_12,NestProtect,device,34,21.5,30.0,78343
0x0031b59cb1839185aa263908c1fcf07c59771233,profile_15,PhilipsHue,device,34,21.5,30.0,286692
0x0031ead73ed44052550bf6670468e42848e38be1,profile_10,LiFXBulb,device,48,35.5,10.0,183715
0x003243f263deb28fc965b9444ab2578ddd268277,profile_20,TPLinkCamera,device,3,19.5,19.0,106125
0x00327b1460f36053295343a57c1682ab72fc59e1,profile_04,BelkinWemoMotionSensor,device,38,30.5,31.0,34246
0x003286b6b60f21614dbefedebcf701a7b8bbd640,profile_06,BlipCareBPMeter,device,53,28.5,5.0,290505
0x0032aa1a02391b87e3865728ab48c4937892a271,profile_21,TPLinkSmartPlug,device,52,31.5,6.0,85581
0x0032ce505cb5e77f9c3e14dcd98eafc85b56cce6,profile_19,SamsungSmartThings,device,32,17.5,31.0,81193
0x0034a242c26453a41c59aa890db630ecab4e09a1,profile_17,RingDoorBell,device,19,3.5,13.0,27167
0x0034aa0cac10c36362da6eb2a5f31ee8eef2acd8,profile_26,iHome,device,32,17.5,31.0,18067
0x003565e290b647163de76fd75bc50c5d6d687711,profile_09,HelloBarbie,device,43,35.5,24.0,7632
0x00365f6464b3ebe2366db9cec4d16c677695ab37,profile_08,HPPrinter,device,14,8.5,6.0,7550
0x00368e0ff522ba13c55cb296459665ab7c0e858b,profile_24,WithingsSleepSensor,device,31,15.5,28.0,1183
0x0036b949067302acfc24ac7a1dbd9d9c03377847,profile_09,HelloBarbie,device,25,4.5,30.0,276079
0x0039c8f06ecf0ab0400170e74c66ef4bb7e9e8da,profile_17,RingDoorBell,device,23,6.0,24.0,69168
0x003a633ff27d93600196b776803ac06dbb3d1664,profile_09,HelloBarbie,device,46,34.5,16.0,233522
0x003b08eb8ab5b2414a209c9d055d0deb010c0775,profile_26,iHome,device,21,4.5,18.0,18117
0x003b104c401cc044dd26b5739511957d109c2b9e,profile_18,SamsungCamera,device,1,21.5,23.0,207978
0x003b5a801b467811019ec13dbda1f6d80c887707,profile_18,SamsungCamera,device,24,1.5,30.0,25791
0x003be9952b36b08e1056d6d9cae716355ffea0f5,profile_20,TPLinkCamera,device,39,30.5,26.0,39910
0x003c8e3e1cad05841aded235ce42309b024e29f5,profile_22,TribySpeaker,device,24,1.5,30.0,89798
0x003f0667c35c4a331fb1ac60d10834ba15bc3ae6,profile_05,BelkinWemoSwitch,device,3,19.5,19.0,113945
0x003f91d45ad58a1442be8ffb1bb57ed33476dbe7,profile_22,TribySpeaker,device,42,39.5,30.0,16071
0x00402a69fc94be70f55b863c3e3c0d567cf2b0f6,profile_14,NetatmoWelcome,device,52,31.5,6.0,6078
0x00411ca6b0d1ea414b569c6d31cb2f6a1b065186,profile_07,CanaryCamera,device,18,5.5,10.0,199114
0x00412f2c5071af1add9445d58663cb39c5684438,profile_01,AugustDoorBell,device,19,3.5,13.0,89034
0x0041e3db2b27d16a2f4fd5f6a5622974fff104dd,profile_26,iHome,device,36,26.5,31.0,68795
0x004238bfbbe2048f84ca30a77bf61523a87e58b2,profile_00,AmazonEcho,device,29,12.5,26.0,2461
0x004367120a55b15589c5f6b87fa0cdf7558f77af,profile_08,HPPrinter,device,44,40.5,22.0,24356
0x0043b352f98ce539b4ce670d059cad18bc6bb5e7,profile_04,BelkinWemoMotionSensor,device,47,39.5,14.0,182066
0x00446d986dc8ca51a1bbd775bb91c8e5bce245df,profile_02,AwairAirQuality,device,22,1.5,23.0,196447
0x0044e17a70a3a1cb27005b8a5fbd16c0e4bda6ba,profile_14,NetatmoWelcome,device,34,21.5,30.0,32719
0x0045a50ff41ec6e10991d58c89e6ed10e07df85c,profile_23,WithingsBabyMonitor,device,38,30.5,31.0,9391
0x00471a62034fea087d58b1f51e490a1f0145643a,profile_16,PixStarPhotoFrame,device,41,36.5,30.0,110670
0x0047e745d397733aaf3fdbbef31a63df8f887ac3,profile_24,WithingsSleepSensor,device,1,21.5,23.0,51105
0x0047faa5993d2502f5697b97e85d09bb79f267ed,profile_14,NetatmoWelcome,device,40,33.5,28.0,155758
0x0048b95a854e73759f473962d7804da69186d64d,profile_13,NetatmoWeatherStation,device,2,24.5,20.0,192594
0x004a9d0feca4503d621a158b4943d5133e0e820a,profile_21,TPLinkSmartPlug,device,19,3.5,13.0,27336
0x004af8d7876ae9298eb5e14faf3231dcf3e45bb6,profile_12,NestProtect,device,8,24.5,4.0,45116
0x004b37d3e250eb1826fc6a587deddc18e7be6f6f,profile_21,TPLinkSmartPlug,device,1,21.5,23.0,36398
0x004d05505766d9d8b2d0fc4c55e9090a1e2c872b,profile_10,LiFXBulb,device,23,6.0,24.0,243969
0x004de9f8fc96f291facd561c2bee6eea27dc94f1,profile_24,WithingsSleepSensor,device,33,19.5,26.0,79570
0x004ea58512ddef9ce2b278341988c89b820cd3cf,profile_19,SamsungSmartThings,device,15,5.5,3.0,3175
0x004f7fb5a7f58a772ddd049167d79648a5422989,profile_23,WithingsBabyMonitor,device,7,22.5,8.0,140368
0x00501403c18fc58202922181a1beca90f36bb50a,profile_25,WithingsSmartScale,device,13,12.5,5.0,227373
0x0051ae10340aa28db04cdb3f01148fb5c816481b,profile_20,TPLinkCamera,device,10,19.5,5.0,69051
0x00530f122b3a95e49a4b015405680e6bf293fda1,profile_12,NestProtect,device,29,12.5,26.0,4609
0x005384c203def00ff16aadbb71dfd55bc309545b,profile_01,AugustDoorBell,device,27,8.5,26.0,5874
0x00546387aea4dbaa448ae2b1347de1eb1fe8ca19,profile_05,BelkinWemoSwitch,device,17,1.5,8.0,290397
0x0054beac2f0e3a2259c1dc3ad60a59848f9030a3,profile_16,PixStarPhotoFrame,device,44,40.5,22.0,276574
0x0055367ba3583310630b125ce3e7264333a7c451,profile_17,RingDoorBell,device,16,1.5,2.0,258080
0x0055d9b59ef88fa0830ed55d8a55a6e725aee5eb,profile_01,AugustDoorBell,device,50,38.5,1.0,42617
0x005655d67027b472a3ff6ad01e15b67f79d48d62,profile_07,CanaryCamera,device,18,5.5,10.0,238923
0x0056ae0261ce381bcbeb8f8dc6d26127cfdd87a2,profile_00,AmazonEcho,device,15,5.5,3.0,194713
0x00573c4349fbf16701e1fb37e519491a83c7b600,profile_13,NetatmoWeatherStation,device,4,22.5,15.0,27258
0x0057df3f36e105cd490ab9c827ec0f4934dbd2ef,profile_01,AugustDoorBell,device,20,0.5,17.0,156178
0x00582f23c135004808b7a802999a48e62fbe5f0a,profile_22,TribySpeaker,device,36,26.5,31.0,14937
0x005881cf9b0f896532716b9a202e597aae757d30,profile_11,NestDropCam,device,7,22.5,8.0,79774
0x0058846e6ef6b2f6ba83ca65e1ae0eb1dded3a4a,profile_03,BelkinCamera,device,48,35.5,10.0,19281
0x0058cc35a62cb981d30f5d2c329ea811aa3971f4,profile_17,RingDoorBell,device,46,34.5,16.0,23485
0x005923f3fa570618e06b42d7326c5a0d586e6687,profile_23,WithingsBabyMonitor,device,40,33.5,28.0,271611
0x0059cf6fced806d574487baa2cf693141c20700a,profile_20,TPLinkCamera,device,44,40.5,22.0,38222
0x0059ed19bff9e9606c6635d4ffb518d18ed2ea81,profile_11,NestDropCam,device,28,10.5,31.0,106833
0x005a7e39302e7b4516b02fccb3ba41eb4a69f845,profile_14,NetatmoWelcome,device,52,31.5,6.0,71341
0x005ae7416cc075b6035b27b277a8ddb976b3fa72,profile_20,TPLinkCamera,device,31,15.5,28.0,25494
0x005aee10c419226586439997243c97eb07da2055,profile_04,BelkinWemoMotionSensor,device,7,22.5,8.0,273151
0x005b33cea4bbff66a2842527a5b3e5b8fa83a2f7,profile_19,SamsungSmartThings,device,26,7.5,31.0,54535
0x005c46bc324b4466f3ad7c8909b52c0797f8bf1e,profile_24,WithingsSleepSensor,device,6,19.5,12.0,91800
0x005c60be1d170457a4a9520567bc4aea70d33eea,profile_01,AugustDoorBell,device,27,8.5,26.0,124774
0x005c72c86092bee074e880d7843d2e5227ed8957,profile_15,PhilipsHue,device,46,34.5,16.0,8951
0x005c7f436a5e2c1a3344ec45afd320cf50b15649,profile_18,SamsungCamera,device,26,7.5,31.0,200285
0x005deffe9ed3175d603d00aab8b8784bf0d460f2,profile_00,AmazonEcho,device,13,12.5,5.0,268240
0x005e8ada5954c3fd3cea1c269dfb665843af5c26,profile_19,SamsungSmartThings,device,48,35.5,10.0,173363
0x005edee0df90a06f762438deccad1bca7c9c1275,profile_05,BelkinWemoSwitch,device,36,26.5,31.0,47520
0x005f30e4ced36fc524bcb552490d9a6221899bd1,profile_13,NetatmoWeatherStation,device,30,13.5,31.0,1578
0x005fc4e700bf9feb750d5ddea9a4c21cc479f159,profile_26,iHome,device,8,24.5,4.0,4172
0x005fe8178c1417e90a457ac918ef628a1aa8a696,profile_14,NetatmoWelcome,device,15,5.5,3.0,133620
0x0061bbf9c733c80806720466e48437b864699f4a,profile_19,SamsungSmartThings,device,26,7.5,31.0,17989
0x006237ae018827515ecebb8f98aa1aa51f407266,profile_15,PhilipsHue,device,20,0.5,17.0,90560
0x00625aa6cde2754a6638d93227b3afcca7209a83,profile_01,AugustDoorBell,device,48,35.5,10.0,39912
0x00628a6c7c5f894e5863c80055923e129f78137a,profile_11,NestDropCam,device,48,35.5,10.0,11605
0x00629faca0db5067cc2cff5745764745caff4638,profile_04,BelkinWemoMotionSensor,device,40,33.5,28.0,29553
0x0062ae9e75f188642212f279c041226d8f45a829,profile_07,CanaryCamera,device,44,40.5,22.0,161493
0x0064454b14cddc990ed6520ef94d3e28fe7c41b6,profile_22,TribySpeaker,device,42,39.5,30.0,8355
0x006498ea65da53e6a2af1ac15cfd906bbecd8fe0,profile_14,NetatmoWelcome,device,49,39.5,6.0,20502
0x0064af6e6b4cf701705e8442d3bdbde812c99a87,profile_18,SamsungCamera,device,22,1.5,23.0,16222
0x0064afc51824606e87156792eed0d1980ddbc6d7,profile_10,LiFXBulb,device,1,21.5,23.0,16494
0x0064c13eefdb075e334fff6736a305cc6561d059,profile_23,WithingsBabyMonitor,device,43,35.5,24.0,2052
0x0064c1ff25e83bbbcadfb1a4d2f075cab0813d06,profile_14,NetatmoWelcome,device,38,30.5,31.0,3976
0x0065dc5feec20d81741ef86b8a10f2a5bc1fcf82,profile_07,CanaryCamera,device,20,0.5,17.0,251552
0x006615a1e0ce3e7fb7b4cc2e19a1a7081463edaf,profile_14,NetatmoWelcome,device,3,19.5,19.0,231369
0x0068be8f419ed970c36852e4ca3d367487a6605c,profile_13,NetatmoWeatherStation,device,22,1.5,23.0,64511
0x0068fd3bb429e16d73698a2cd44d19d94cbd39d3,profile_15,PhilipsHue,device,14,8.5,6.0,11687
0x006924574ed48fea95471d1a74b2fb5d51e45d26,profile_10,LiFXBulb,device,8,24.5,4.0,86086
0x0069e144ad28450b17d739152405bc2151c850b9,profile_17,RingDoorBell,device,20,0.5,17.0,77347
0x006a1663bafbcbbec75c227e1fd80274f1c3090e,profile_02,AwairAirQuality,device,32,17.5,31.0,97092
0x006a3f56690e4e59e5195a5946e2170afe32c978,profile_21,TPLinkSmartPlug,device,25,4.5,30.0,14171
0x006ac5f589c54a54dc1aa4eca5fcbd1faa152e4c,profile_01,AugustDoorBell,device,30,13.5,31.0,277695
0x006cdc135b4e3a89d3ac1027ec3de609b8fff500,profile_13,NetatmoWeatherStation,device,10,19.5,5.0,267371
0x006cdfb9f91a94d0d596de91a260dff9d25ce58a,profile_13,NetatmoWeatherStation,device,49,39.5,6.0,21026
0x006cfe44b3de7fdd583cb7af32ded9ebc672f591,profile_11,NestDropCam,device,17,1.5,8.0,48011
0x006d12d2b1b36ab44fb4d2a0eaaac17d96497be8,profile_11,NestDropCam,device,5,24.5,12.0,39977
0x006d5528d604f9d37d5580d4f937b8899e12f802,profile_26,iHome,device,3,19.5,19.0,33252
0x006daa3ef72a761929574ab5f62274c2a8ff1a03,profile_00,AmazonEcho,device,2,24.5,20.0,18447
0x006ee0953c7bb75ca6de27f58b5512390b1c4d6a,profile_16,PixStarPhotoFrame,device,3,19.5,19.0,42566
0x00705a7d455de53ccf798e81912283709dafa0ca,profile_16,PixStarPhotoFrame,device,16,1.5,2.0,63904
0x007174732705604bbbf77038332dc52fd5a5000c,profile_11,NestDropCam,device,6,19.5,12.0,310
0x0071932865bcdef6673e3485e6e67ed396a03a4d,profile_14,NetatmoWelcome,device,39,30.5,26.0,38824
0x007199080eb1bd77e06212b469f6f1fd60234744,profile_08,HPPrinter,device,49,39.5,6.0,194971
0x0071b9218c353e6323b71efa588461da536b9c88,profile_01,AugustDoorBell,device,2,24.5,20.0,9084
0x00721047ab1e74f5e66b0e08fcae05acee6a7730,profile_02,AwairAirQuality,device,18,5.5,10.0,274071
0x0072e26d52ef770abded7cf1e2a0412e8b750021,profile_09,HelloBarbie,device,54,26.5,2.0,196537
0x007322a49f5a298d11202ddd4f811ec88acbce15,profile_00,AmazonEcho,device,11,16.5,3.0,26852
0x0073382b1cf9e1421617b46a8a0d51f256454027,profile_01,AugustDoorBell,device,5,24.5,12.0,5798
0x00737293614d0cc498f62b3686fe4f2bde8245ad,profile_21,TPLinkSmartPlug,device,34,21.5,30.0,11144
0x0073dad35649c67de4196734a4b62e1fdfb2b126,profile_15,PhilipsHue,device,27,8.5,26.0,1622
0x007470f1f372fdf30f644ec4d1127d845fc97a2c,profile_13,NetatmoWeatherStation,device,17,1.5,8.0,6844
0x0075bd48e23bc2a3989e29fd130f494c8ab79939,profile_08,HPPrinter,device,41,36.5,30.0,189093
0x00785cc3536f0b36299cfb214aa978c94777b6cb,profile_24,WithingsSleepSensor,device,28,10.5,31.0,21282
0x0079295e0498bfc02933c72cf58199084d60e333,profile_25,WithingsSmartScale,device,52,31.5,6.0,18269
0x007a5f8277749ea24d24e1ab3b1f08fd4384f1a8,profile_14,NetatmoWelcome,device,51,35.5,4.0,2705
0x007ad44f4c5f54d5307456339df098127366fd5c,profile_21,TPLinkSmartPlug,device,48,35.5,10.0,36916
0x007adcffd7937edda932e26834d3bf2bf1f5e0dd,profile_15,PhilipsHue,device,28,10.5,31.0,262569
0x007b89d87e3195f7cb686884d0bc897ed5b866af,profile_25,WithingsSmartScale,device,41,36.5,30.0,4053
0x007c0fef64f7cdfaf24f8180ca474a87e4c6ac44,profile_05,BelkinWemoSwitch,device,51,35.5,4.0,204086
0x007c35a2a9d591f38d00be29865ec350cfc4525a,profile_08,HPPrinter,device,45,37.5,19.0,5181
0x007d9359b0c73dbf771672a8f1ab96fdb7319804,profile_04,BelkinWemoMotionSensor,device,8,24.5,4.0,17385
0x007e19e1fb106c843737e7b69860f3877e111915,profile_15,PhilipsHue,device,44,40.5,22.0,17579
0x00808e0b3dbf97b18349c45fb6a159ff8593e956,profile_15,PhilipsHue,device,4,22.5,15.0,257722
0x0080d187feddf8544f5f0086f8a213ae20961f62,profile_07,CanaryCamera,device,2,24.5,20.0,2158
0x008178ce5dc9d944db40968cd151770b2fc9b13c,profile_26,iHome,device,46,34.5,16.0,171306
0x00829a1e73d1f93e03af5b37b6daa607af4a1f3a,profile_03,BelkinCamera,device,5,24.5,12.0,211628
0x0083190c99aacba1849d43d75aeec2892c14ce11,profile_14,NetatmoWelcome,device,40,33.5,28.0,275798
0x0083e0e4a356e86c867102dbf9ea08c7ff79a487,profile_16,PixStarPhotoFrame,device,37,27.5,26.0,17371
0x008456267e3bae77ed659daabc5aa4f9b42be330,profile_21,TPLinkSmartPlug,device,15,5.5,3.0,156617
0x00847a03005b4c726c912022853619bb5953c5ad,profile_15,PhilipsHue,device,18,5.5,10.0,251402
0x0084b7efb4b001e3114c8869da073ee731910461,profile_24,WithingsSleepSensor,device,4,22.5,15.0,17630
0x0085007ba383ef573857ce4ae96b762f7fd349cc,profile_14,NetatmoWelcome,device,18,5.5,10.0,3846
0x0085123a1586cd859429b62a6f4b3c7516ddb011,profile_09,HelloBarbie,device,18,5.5,10.0,52720
0x00852b70f78f94da8d857393e18e739e3b2c9a62,profile_13,NetatmoWeatherStation,device,45,37.5,19.0,2404
0x00854a0ed0660c9bc9af9428ab1f592df4389707,profile_18,SamsungCamera,device,38,30.5,31.0,13772
0x0085f11c156c67037cd0fca7d5b5ac300ff3d1e4,profile_10,LiFXBulb,device,19,3.5,13.0,44512
0x008653c9c3dbece51a36c60a026352c72a7cb7cd,profile_22,TribySpeaker,device,54,26.5,2.0,182304
